Issue Type,Dataset ID,Metadata ID,Submitter,Submission Date & Time,Title
DUPLICATE DATASET,7659,MF-1251070002,arc,2020-09-11 00:00:00+00:00,"Establishing a green house for cultivation of vegetables at Maitri, in the Schirmacher Oasis (Queen Maud Land-East Antarctica)."
DUPLICATE DATASET,171,NULL,V Samy,2020-09-11 00:00:00+00:00,"Diversity of Algal Flora in Six Fresh Water Streams of Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,7660,MF-1799334097,arc,2020-09-11 00:00:00+00:00,"Diversity of Algal Flora in Six Fresh Water Streams of Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,172,NULL,V Samy,2020-09-11 00:00:00+00:00,"A Study on Growth and Development of Five Leguminous Plant Species: Gram (Cicer arietinum), Peas (Pisum sativum), Lobia (Vigna cinensis), Mung (Phaseolus aureus) and Rajma (Dotichos lablab) in Antarctic Soil."
DUPLICATE DATASET,7661,MF-1300478019,arc,2020-09-11 00:00:00+00:00,"A Study on Growth and Development of Five Leguminous Plant Species: Gram (Cicer arietinum), Peas (Pisum sativum), Lobia (Vigna cinensis), Mung (Phaseolus aureus) and Rajma (Dotichos lablab) in Antarctic Soil."
DUPLICATE DATASET,168,NULL,V Samy,2020-09-11 00:00:00+00:00,Orthometric Height Determination Using GPS in East Antarctica.
DUPLICATE DATASET,7657,MF2106574656,arc,2020-09-11 00:00:00+00:00,Orthometric Height Determination Using GPS in East Antarctica.
DUPLICATE DATASET,163,NULL,V Samy,2020-09-11 00:00:00+00:00,"Interesting Features of Infrasonic Pressure Variations at Maitri, Antarctica."
DUPLICATE DATASET,7652,MF-2021454087,arc,2020-09-11 00:00:00+00:00,"Interesting Features of Infrasonic Pressure Variations at Maitri, Antarctica."
DUPLICATE DATASET,7655,MF664927874,arc,2020-09-11 00:00:00+00:00,Establishment of Gravity Stations around Indian Station in Antarctica by NGRI.
DUPLICATE DATASET,166,NULL,V Samy,2020-09-11 00:00:00+00:00,Establishment of Gravity Stations around Indian Station in Antarctica by NGRI.
DUPLICATE DATASET,7654,MF-1579963769,arc,2020-09-11 00:00:00+00:00,Report on the Participation by the Bhabha Atomic Research Centre in the Tenth Indian Expedition to Antarctica.
DUPLICATE DATASET,165,NULL,V Samy,2020-09-11 00:00:00+00:00,Report on the Participation by the Bhabha Atomic Research Centre in the Tenth Indian Expedition to Antarctica.
DUPLICATE DATASET,7653,MF2073870410,arc,2020-09-11 00:00:00+00:00,Boundary Layer Studies by Acoustic Sounder at Indian Antarctic Station Maitri.
DUPLICATE DATASET,164,NULL,V Samy,2020-09-11 00:00:00+00:00,Boundary Layer Studies by Acoustic Sounder at Indian Antarctic Station Maitri.
DUPLICATE DATASET,7651,MF1429995815,arc,2020-09-10 00:00:00+00:00,Meteorological Studies Carried Out at Maitri During Winter Period of Tenth Indian Scientific Expedition to Antarctica
DUPLICATE DATASET,162,NULL,V Samy,2020-09-10 00:00:00+00:00,Meteorological Studies Carried Out at Maitri During Winter Period of Tenth Indian Scientific Expedition to Antarctica
DUPLICATE DATASET,7631,MF-1230236064,arc,2020-09-09 00:00:00+00:00,"Establishment of A New Meteorological Observatory at Maitri and Study of Meteorological Parameters, Ozone Depletion in Antarctic Spring and Solar Radiation during Ninth Antarctic Expedition."
DUPLICATE DATASET,142,NULL,V Samy,2020-09-09 00:00:00+00:00,"Establishment of A New Meteorological Observatory at Maitri and Study of Meteorological Parameters, Ozone Depletion in Antarctic Spring and Solar Radiation during Ninth Antarctic Expedition."
DUPLICATE DATASET,161,NULL,V Samy,2020-09-09 00:00:00+00:00,Meteorological Programme During Summer Period of Tenth Indian Expedition to Antarctica.
DUPLICATE DATASET,7650,MF1721543846,arc,2020-09-09 00:00:00+00:00,Meteorological Programme During Summer Period of Tenth Indian Expedition to Antarctica.
DUPLICATE DATASET,145,NULL,V Samy,2020-09-09 00:00:00+00:00,"Production of Certain Hydrolytic Enzymes by Psychrophilic Bacteria from the Antarctic Krill, Zooplankton and Seawater."
DUPLICATE DATASET,7634,MF1184815620,arc,2020-09-09 00:00:00+00:00,"Production of Certain Hydrolytic Enzymes by Psychrophilic Bacteria from the Antarctic Krill, Zooplankton and Seawater."
DUPLICATE DATASET,155,NULL,V Samy,2020-09-09 00:00:00+00:00,Body Weight and Skinfold Thickness in Antarctica.
DUPLICATE DATASET,7644,MF2062297180,arc,2020-09-09 00:00:00+00:00,Body Weight and Skinfold Thickness in Antarctica.
DUPLICATE DATASET,158,NULL,V Samy,2020-09-09 00:00:00+00:00,"On the Construction of Shelter Accommodation within C & N Hangar, Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7647,MF248941903,arc,2020-09-09 00:00:00+00:00,"On the Construction of Shelter Accommodation within C & N Hangar, Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,144,NULL,V Samy,2020-09-09 00:00:00+00:00,"Primary Productivity, Phytoplankton Standing Crop and Physico-Chemical Characteristics of the Antarctic and Adjacent Central Indian Ocean Waters."
DUPLICATE DATASET,7633,MF57376294,arc,2020-09-09 00:00:00+00:00,"Primary Productivity, Phytoplankton Standing Crop and Physico-Chemical Characteristics of the Antarctic and Adjacent Central Indian Ocean Waters."
DUPLICATE DATASET,148,NULL,V Samy,2020-09-09 00:00:00+00:00,Monitoring of Icebergs in Antarctic Waters and A Note on the Secular Movement of Dakshin Gangotri Glacier.
DUPLICATE DATASET,7637,MF-751111438,arc,2020-09-09 00:00:00+00:00,Monitoring of Icebergs in Antarctic Waters and A Note on the Secular Movement of Dakshin Gangotri Glacier.
DUPLICATE DATASET,156,NULL,V Samy,2020-09-09 00:00:00+00:00,"Some Constructional, Environmental Control and Plant Growth Aspects of Green House at Indian Antarctic Station Maitri"
DUPLICATE DATASET,7645,MF-186715445,arc,2020-09-09 00:00:00+00:00,"Some Constructional, Environmental Control and Plant Growth Aspects of Green House at Indian Antarctic Station Maitri"
DUPLICATE DATASET,152,NULL,V Samy,2020-09-09 00:00:00+00:00,"Geotechnical Appreciation of Soil and Rocks of Schirmacher Hills, East Antarctica."
DUPLICATE DATASET,7641,MF1309605706,arc,2020-09-09 00:00:00+00:00,"Geotechnical Appreciation of Soil and Rocks of Schirmacher Hills, East Antarctica."
DUPLICATE DATASET,153,NULL,V Samy,2020-09-09 00:00:00+00:00,Baseline Data on Natural Radioactivity and Trace Metal Concentration in Natural Antarctic Samples.
DUPLICATE DATASET,7642,MF-762736715,arc,2020-09-09 00:00:00+00:00,Baseline Data on Natural Radioactivity and Trace Metal Concentration in Natural Antarctic Samples.
DUPLICATE DATASET,151,NULL,V Samy,2020-09-09 00:00:00+00:00,"Gravity Survey (Helicopter Supported) between Schirmacher Oasis and Wohlthat Mountains, Dronning Maud Land, Antarctica."
DUPLICATE DATASET,7640,MF-1822006434,arc,2020-09-09 00:00:00+00:00,"Gravity Survey (Helicopter Supported) between Schirmacher Oasis and Wohlthat Mountains, Dronning Maud Land, Antarctica."
DUPLICATE DATASET,146,NULL,V Samy,2020-09-09 00:00:00+00:00,"Heterotrophic Activity, Bacterial Types and Abundance in Different Ecosystems of the Queen Maud Land."
DUPLICATE DATASET,7635,MF1713730246,arc,2020-09-09 00:00:00+00:00,"Heterotrophic Activity, Bacterial Types and Abundance in Different Ecosystems of the Queen Maud Land."
DUPLICATE DATASET,150,NULL,V Samy,2020-09-09 00:00:00+00:00,"Terminal Moraines in Grautfatet, Humboldt Mountain, East Antarctica Indicators of Rate of Glacier Recession."
DUPLICATE DATASET,7639,MF888008183,arc,2020-09-09 00:00:00+00:00,"Terminal Moraines in Grautfatet, Humboldt Mountain, East Antarctica Indicators of Rate of Glacier Recession."
DUPLICATE DATASET,149,NULL,V Samy,2020-09-09 00:00:00+00:00,"Observation on the Snow Accumulation/Ablation over Shelf and Continental Ice in Parts of Central Dronning Maud Land, East Antarctica."
DUPLICATE DATASET,7638,MF-485129167,arc,2020-09-09 00:00:00+00:00,"Observation on the Snow Accumulation/Ablation over Shelf and Continental Ice in Parts of Central Dronning Maud Land, East Antarctica."
DUPLICATE DATASET,143,NULL,V Samy,2020-09-09 00:00:00+00:00,A Comparative Study of the Variability in the Observed Ozone and that Obtained from a Statistical Model of Catalytic Destruction over Antarctica.
DUPLICATE DATASET,7632,MF2024782356,arc,2020-09-09 00:00:00+00:00,A Comparative Study of the Variability in the Observed Ozone and that Obtained from a Statistical Model of Catalytic Destruction over Antarctica.
DUPLICATE DATASET,7649,MF-1828702179,arc,2020-09-09 00:00:00+00:00,Report of Geomagnetic Observations Carried out in Antarctica During the Period March-December 1991.
DUPLICATE DATASET,160,NULL,V Samy,2020-09-09 00:00:00+00:00,Report of Geomagnetic Observations Carried out in Antarctica During the Period March-December 1991.
DUPLICATE DATASET,7648,MF366697724,arc,2020-09-09 00:00:00+00:00,Life Support Systems at Indian Antarctic Station Maitri.
DUPLICATE DATASET,159,NULL,V Samy,2020-09-09 00:00:00+00:00,Life Support Systems at Indian Antarctic Station Maitri.
DUPLICATE DATASET,7646,MF400411274,arc,2020-09-09 00:00:00+00:00,Communication during Ninth Expedition.
DUPLICATE DATASET,157,NULL,V Samy,2020-09-09 00:00:00+00:00,Communication during Ninth Expedition.
DUPLICATE DATASET,7643,MF1277091500,arc,2020-09-09 00:00:00+00:00,The Impact of Antarctic Environment on the Reproductive Physiology and Immunity.
DUPLICATE DATASET,154,NULL,V Samy,2020-09-09 00:00:00+00:00,The Impact of Antarctic Environment on the Reproductive Physiology and Immunity.
DUPLICATE DATASET,7636,MF755137413,arc,2020-09-09 00:00:00+00:00,"A Study on the Population Ecology of Soil Ne matode Faunain Relation to Some Edaphic Factors in Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,147,NULL,V Samy,2020-09-09 00:00:00+00:00,"A Study on the Population Ecology of Soil Ne matode Faunain Relation to Some Edaphic Factors in Schirmacher Oasis, Antarctica."
DUPLICATE DATASET,7627,MF574026990,arc,2020-09-08 00:00:00+00:00,A Note on Comparative Methane Measurements on an Antarctic Air Sample.
DUPLICATE DATASET,138,NULL,V Samy,2020-09-08 00:00:00+00:00,A Note on Comparative Methane Measurements on an Antarctic Air Sample.
DUPLICATE DATASET,7630,MF259326839,arc,2020-09-08 00:00:00+00:00,First Indian Solar Astronomical Program at Antarctica: Study of Large Convective Cells.
DUPLICATE DATASET,141,NULL,V Samy,2020-09-08 00:00:00+00:00,First Indian Solar Astronomical Program at Antarctica: Study of Large Convective Cells.
DUPLICATE DATASET,7623,MF320973731,arc,2020-09-08 00:00:00+00:00,Clothing for Antarctica.
DUPLICATE DATASET,134,NULL,V Samy,2020-09-08 00:00:00+00:00,Clothing for Antarctica.
DUPLICATE DATASET,136,NULL,V Samy,2020-09-08 00:00:00+00:00,Prospects of Horticulture in Antarctica.
DUPLICATE DATASET,7625,MF-1844654138,arc,2020-09-08 00:00:00+00:00,Prospects of Horticulture in Antarctica.
DUPLICATE DATASET,7624,MF-528454107,arc,2020-09-08 00:00:00+00:00,Experiments on Harnessing Non-Conventional Energy Sources in Antarctica.
DUPLICATE DATASET,135,NULL,V Samy,2020-09-08 00:00:00+00:00,Experiments on Harnessing Non-Conventional Energy Sources in Antarctica.
DUPLICATE DATASET,7629,MF-1232203745,arc,2020-09-08 00:00:00+00:00,Analysis of an Umbral Flare Observed from Antarctica.
DUPLICATE DATASET,140,NULL,V Samy,2020-09-08 00:00:00+00:00,Analysis of an Umbral Flare Observed from Antarctica.
DUPLICATE DATASET,7626,MF-1357534352,arc,2020-09-08 00:00:00+00:00,"Communication System at Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,137,NULL,V Samy,2020-09-08 00:00:00+00:00,"Communication System at Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7628,MF646976836,arc,2020-09-08 00:00:00+00:00,Mineralising Snow-Melt Water.
DUPLICATE DATASET,139,NULL,V Samy,2020-09-08 00:00:00+00:00,Mineralising Snow-Melt Water.
DUPLICATE DATASET,7616,MF2091938303,arc,2020-09-07 00:00:00+00:00,"Short Term Variation in Particulate Organic Matter in the Shelf Waters of the Princess Astrid. Coast, Antarctica."
DUPLICATE DATASET,127,NULL,V Samy,2020-09-07 00:00:00+00:00,"Short Term Variation in Particulate Organic Matter in the Shelf Waters of the Princess Astrid. Coast, Antarctica."
DUPLICATE DATASET,126,NULL,V Samy,2020-09-07 00:00:00+00:00,"Seasonal Variation in Particulate Organic Matter and its Constituent Fractions under the Ice covered sea near the Shelf, Antarctica."
DUPLICATE DATASET,7615,MF1368510328,arc,2020-09-07 00:00:00+00:00,"Seasonal Variation in Particulate Organic Matter and its Constituent Fractions under the Ice covered sea near the Shelf, Antarctica."
DUPLICATE DATASET,124,NULL,V Samy,2020-09-07 00:00:00+00:00,"Meteorological Studies at Antarctica During The Period March, 1986 to February, 1987."
DUPLICATE DATASET,7613,MF-1654920342,arc,2020-09-07 00:00:00+00:00,"Meteorological Studies at Antarctica During The Period March, 1986 to February, 1987."
DUPLICATE DATASET,130,NULL,V Samy,2020-09-07 00:00:00+00:00,Some Interesting Features of the Infrasonic Observation carried out during the Fifth Indian Antarctic Expedition (1985-86).
DUPLICATE DATASET,7619,MF-1341305821,arc,2020-09-07 00:00:00+00:00,Some Interesting Features of the Infrasonic Observation carried out during the Fifth Indian Antarctic Expedition (1985-86).
DUPLICATE DATASET,133,NULL,V Samy,2020-09-07 00:00:00+00:00,Fracture and Fatigue Studies on Mild and Structural Steels for use in Antarctica.
DUPLICATE DATASET,7622,MF-1509707315,arc,2020-09-07 00:00:00+00:00,Fracture and Fatigue Studies on Mild and Structural Steels for use in Antarctica.
DUPLICATE DATASET,7620,MF533436304,arc,2020-09-07 00:00:00+00:00,A Comparative Study of Quiet Day Variation of the Geomagnetic Field at Dakshin Gangotri (India) and Novolazarevskaya (USSR) in Antarctica.
DUPLICATE DATASET,131,NULL,V Samy,2020-09-07 00:00:00+00:00,A Comparative Study of Quiet Day Variation of the Geomagnetic Field at Dakshin Gangotri (India) and Novolazarevskaya (USSR) in Antarctica.
DUPLICATE DATASET,7617,MF1389400221,arc,2020-09-07 00:00:00+00:00,"Primary and Extracellular Production during Austral Summer at 70S, 12E, Antarctica."
DUPLICATE DATASET,128,NULL,V Samy,2020-09-07 00:00:00+00:00,"Primary and Extracellular Production during Austral Summer at 70S, 12E, Antarctica."
DUPLICATE DATASET,132,NULL,V Samy,2020-09-07 00:00:00+00:00,"Remote Sensed Data Analysis for Geology and Glacial Geology of Wohlthat Muhlig-Hofmann Mountain Chain in Queen Maud Land, East Antarctica."
DUPLICATE DATASET,7621,MF1033333529,arc,2020-09-07 00:00:00+00:00,"Remote Sensed Data Analysis for Geology and Glacial Geology of Wohlthat Muhlig-Hofmann Mountain Chain in Queen Maud Land, East Antarctica."
DUPLICATE DATASET,7611,MF1087166273,arc,2020-09-07 00:00:00+00:00,"Automatic Weather Station at Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,122,NULL,V Samy,2020-09-07 00:00:00+00:00,"Automatic Weather Station at Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7618,MF2072221816,arc,2020-09-07 00:00:00+00:00,"Some Features of PCS Magnetic Pulsations in Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,129,NULL,V Samy,2020-09-07 00:00:00+00:00,"Some Features of PCS Magnetic Pulsations in Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,121,NULL,V Samy,2020-09-07 00:00:00+00:00,A Note on the Role of Sub-Tropical Anticyclones of Southern Hemisphere on the Severity and Persistence of Weather over Coastal Antarctica.
DUPLICATE DATASET,7610,MF928140699,arc,2020-09-07 00:00:00+00:00,A Note on the Role of Sub-Tropical Anticyclones of Southern Hemisphere on the Severity and Persistence of Weather over Coastal Antarctica.
DUPLICATE DATASET,7612,MF-1002151556,arc,2020-09-07 00:00:00+00:00,"Blizzard Storms: Coastal Regions of Indian Antarctic Station, Dakshin Gangotri (1985-86 Summer)."
DUPLICATE DATASET,123,NULL,V Samy,2020-09-07 00:00:00+00:00,"Blizzard Storms: Coastal Regions of Indian Antarctic Station, Dakshin Gangotri (1985-86 Summer)."
DUPLICATE DATASET,125,NULL,V Samy,2020-09-07 00:00:00+00:00,Studies on the Effect of Antarctic Environment on Some Saprophytic Tropical Fungi.
DUPLICATE DATASET,7614,MF-501500787,arc,2020-09-07 00:00:00+00:00,Studies on the Effect of Antarctic Environment on Some Saprophytic Tropical Fungi.
DUPLICATE DATASET,7606,MF1994726501,arc,2020-09-04 00:00:00+00:00,"Glacier Inventory of Wohlthat Mountain Chain, Queen Maud Land, Antarctica."
DUPLICATE DATASET,117,NULL,V Samy,2020-09-04 00:00:00+00:00,"Glacier Inventory of Wohlthat Mountain Chain, Queen Maud Land, Antarctica."
DUPLICATE DATASET,7607,MF1785477851,arc,2020-09-04 00:00:00+00:00,Glaciochemical Studies in Antarctica.
DUPLICATE DATASET,118,NULL,V Samy,2020-09-04 00:00:00+00:00,Glaciochemical Studies in Antarctica.
DUPLICATE DATASET,7605,MF-1863988225,arc,2020-09-04 00:00:00+00:00,"Ice Flow Conditions in the Ice Sheet Draining Part of the Central Queen Maud Land, East Antarctica"
DUPLICATE DATASET,116,NULL,V Samy,2020-09-04 00:00:00+00:00,"Ice Flow Conditions in the Ice Sheet Draining Part of the Central Queen Maud Land, East Antarctica"
DUPLICATE DATASET,7604,MF-756083431,arc,2020-09-04 00:00:00+00:00,"An outline of the geology of the Nunataks between Eastern Wohlthat Range and Schirmacher Hills, Central Queen Maud Land, East Antarctica"
DUPLICATE DATASET,115,NULL,V Samy,2020-09-04 00:00:00+00:00,"An outline of the geology of the Nunataks between Eastern Wohlthat Range and Schirmacher Hills, Central Queen Maud Land, East Antarctica"
DUPLICATE DATASET,7603,MF16843367,arc,2020-09-04 00:00:00+00:00,"A Note on the Petrochemical Characteristics of a Nodular Basalt Dyke from Schirmacher Hills, East Antarctica."
DUPLICATE DATASET,114,NULL,V Samy,2020-09-04 00:00:00+00:00,"A Note on the Petrochemical Characteristics of a Nodular Basalt Dyke from Schirmacher Hills, East Antarctica."
DUPLICATE DATASET,7609,MF1780806515,arc,2020-09-04 00:00:00+00:00,Typical Meteorological and Oceanological Situations Encountered during the Fifth Indian Scientific Expedition to Antarctica (1985-86).
DUPLICATE DATASET,120,NULL,V Samy,2020-09-04 00:00:00+00:00,Typical Meteorological and Oceanological Situations Encountered during the Fifth Indian Scientific Expedition to Antarctica (1985-86).
DUPLICATE DATASET,7602,MF1088870481,arc,2020-09-04 00:00:00+00:00,Geophysical Investigations in Schirmacher Landmas.
DUPLICATE DATASET,113,NULL,V Samy,2020-09-04 00:00:00+00:00,Geophysical Investigations in Schirmacher Landmas.
DUPLICATE DATASET,7601,MF1347462454,arc,2020-09-04 00:00:00+00:00,Magnetic and Seismic Investigations on the Ice-Shelf around the Indian Permanent Station in Antarctica.
DUPLICATE DATASET,112,NULL,V Samy,2020-09-04 00:00:00+00:00,Magnetic and Seismic Investigations on the Ice-Shelf around the Indian Permanent Station in Antarctica.
DUPLICATE DATASET,119,NULL,V Samy,2020-09-04 00:00:00+00:00,"Some Observations on the Glacial Geomorphological Features of Wohlthat Mountains, Central Queen Maud Land, Antarctica."
DUPLICATE DATASET,7608,MF35008047,arc,2020-09-04 00:00:00+00:00,"Some Observations on the Glacial Geomorphological Features of Wohlthat Mountains, Central Queen Maud Land, Antarctica."
DUPLICATE DATASET,111,NULL,V Samy,2020-08-28 00:00:00+00:00,Geotechnical Properties of the Antarctic Rocks.
DUPLICATE DATASET,7600,MF1486454807,arc,2020-08-28 00:00:00+00:00,Geotechnical Properties of the Antarctic Rocks.
DUPLICATE DATASET,107,NULL,V Samy,2020-08-26 00:00:00+00:00,"Radioactivity Measurements on Some Rock and Water Samples from Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7596,MF1919704942,arc,2020-08-26 00:00:00+00:00,"Radioactivity Measurements on Some Rock and Water Samples from Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7599,MF969345021,arc,2020-08-26 00:00:00+00:00,Magnetic Survey Over the Ice-shelf Around the Indian Permanent Station in Antarctica.
DUPLICATE DATASET,110,NULL,V Samy,2020-08-26 00:00:00+00:00,Magnetic Survey Over the Ice-shelf Around the Indian Permanent Station in Antarctica.
DUPLICATE DATASET,7593,MF489995617,arc,2020-08-26 00:00:00+00:00,A Study of Dakshin Gangotri Ice-shelf.
DUPLICATE DATASET,104,NULL,V Samy,2020-08-26 00:00:00+00:00,A Study of Dakshin Gangotri Ice-shelf.
DUPLICATE DATASET,7594,MF646040343,arc,2020-08-26 00:00:00+00:00,Study of the Ionised and Non-Ionised Atmosphere.
DUPLICATE DATASET,105,NULL,V Samy,2020-08-26 00:00:00+00:00,Study of the Ionised and Non-Ionised Atmosphere.
DUPLICATE DATASET,7595,MF-1338691849,arc,2020-08-26 00:00:00+00:00,"Some Geological and Glaciological Observations during Reconnaissance of the Terrain South of Dakshin Gangotri Station, Antarctica."
DUPLICATE DATASET,106,NULL,V Samy,2020-08-26 00:00:00+00:00,"Some Geological and Glaciological Observations during Reconnaissance of the Terrain South of Dakshin Gangotri Station, Antarctica."
DUPLICATE DATASET,7598,MF1314055387,arc,2020-08-26 00:00:00+00:00,Results of Electromagnetic and Electrical Measurements in Antarctica.
DUPLICATE DATASET,109,NULL,V Samy,2020-08-26 00:00:00+00:00,Results of Electromagnetic and Electrical Measurements in Antarctica.
DUPLICATE DATASET,108,NULL,V Samy,2020-08-26 00:00:00+00:00,"Seismic Investigations on the Ice-shelf Near Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7597,MF-2113094850,arc,2020-08-26 00:00:00+00:00,"Seismic Investigations on the Ice-shelf Near Dakshin Gangotri, Antarctica."
DUPLICATE DATASET,7592,MF1455132938,arc,2020-08-26 00:00:00+00:00,"Geology of Dakshin Gangotri Hill Range, Antarctica."
DUPLICATE DATASET,103,NULL,V Samy,2020-08-26 00:00:00+00:00,"Geology of Dakshin Gangotri Hill Range, Antarctica."
DUPLICATE DATASET,102,NULL,V Samy,2020-08-26 00:00:00+00:00,"Geology of Schirmacher Range (Dakshin Gangotri),East Antarctica."
DUPLICATE DATASET,7591,MF1026280142,arc,2020-08-26 00:00:00+00:00,"Geology of Schirmacher Range (Dakshin Gangotri),East Antarctica."
DUPLICATE DATASET,7590,MF425354551,arc,2020-08-26 00:00:00+00:00,"Sedimentology of the Glacial Sands and Lake Terrace Sediments from Schirmacher Oasis and Sea Bed Sediment off Princess Astrid Coast, Queen Maud Land, Antarctica."
DUPLICATE DATASET,101,NULL,V Samy,2020-08-26 00:00:00+00:00,"Sedimentology of the Glacial Sands and Lake Terrace Sediments from Schirmacher Oasis and Sea Bed Sediment off Princess Astrid Coast, Queen Maud Land, Antarctica."
DUPLICATE DATASET,95,NULL,V Samy,2020-08-25 00:00:00+00:00,Latitudinal Distribution of Zooplankton in the Southern Ocean with Special Reference to Euphausiids
DUPLICATE DATASET,7584,MF-1792823140,arc,2020-08-25 00:00:00+00:00,Latitudinal Distribution of Zooplankton in the Southern Ocean with Special Reference to Euphausiids
DUPLICATE DATASET,99,NULL,V Samy,2020-08-25 00:00:00+00:00,"Magnetic Characteristics in Antarctica over Geological Contacts in Schirmacher Hill Region and the Ice Self near, Dakshin Gangotri (70 05)"
DUPLICATE DATASET,7588,MF-200152072,arc,2020-08-25 00:00:00+00:00,"Magnetic Characteristics in Antarctica over Geological Contacts in Schirmacher Hill Region and the Ice Self near, Dakshin Gangotri (70 05)"
DUPLICATE DATASET,94,NULL,V Samy,2020-08-25 00:00:00+00:00,Aerobiological Investigations
DUPLICATE DATASET,7583,MF800782113,arc,2020-08-25 00:00:00+00:00,Aerobiological Investigations
DUPLICATE DATASET,96,NULL,V Samy,2020-08-25 00:00:00+00:00,"Spatial Distribution of Krill (Euphausia Superba) and Other Zooplankton off Queen Maud Land, Antarctica"
DUPLICATE DATASET,7585,MF1250469748,arc,2020-08-25 00:00:00+00:00,"Spatial Distribution of Krill (Euphausia Superba) and Other Zooplankton off Queen Maud Land, Antarctica"
DUPLICATE DATASET,93,NULL,V Samy,2020-08-25 00:00:00+00:00,Meteorological Studies at Dakshin  Gangotri  (Antarctica) March 1984 to February 1985.
DUPLICATE DATASET,7582,MF-226414684,arc,2020-08-25 00:00:00+00:00,Meteorological Studies at Dakshin  Gangotri  (Antarctica) March 1984 to February 1985.
DUPLICATE DATASET,7581,MF1751140157,arc,2020-08-25 00:00:00+00:00,Dakshin Gangotri  :  The  Indian Permanent Station  in  Antarctica
DUPLICATE DATASET,92,NULL,V Samy,2020-08-25 00:00:00+00:00,Dakshin Gangotri  :  The  Indian Permanent Station  in  Antarctica
DUPLICATE DATASET,7586,MF13436131,arc,2020-08-25 00:00:00+00:00,"Microbiological Studies in Schirmacher Oasis, Antarctica Effect of Temperature on Bacterial Populations"
DUPLICATE DATASET,97,NULL,V Samy,2020-08-25 00:00:00+00:00,"Microbiological Studies in Schirmacher Oasis, Antarctica Effect of Temperature on Bacterial Populations"
DUPLICATE DATASET,100,NULL,V Samy,2020-08-25 00:00:00+00:00,"Note on the P-T Conditions of Metamorphism of Schirmacher Range, East Antarctica."
DUPLICATE DATASET,7589,MF1237643452,arc,2020-08-25 00:00:00+00:00,"Note on the P-T Conditions of Metamorphism of Schirmacher Range, East Antarctica."
DUPLICATE DATASET,7587,MF-781671301,arc,2020-08-25 00:00:00+00:00,Primnoisis Spicata (Hickson) (Order Gorgonacea LmxFamily Isididae Lmx) From the Antarctic Sea
DUPLICATE DATASET,98,NULL,V Samy,2020-08-25 00:00:00+00:00,Primnoisis Spicata (Hickson) (Order Gorgonacea LmxFamily Isididae Lmx) From the Antarctic Sea
DUPLICATE DATASET,7573,MF-1348336935,arc,2020-08-24 00:00:00+00:00,Strati-graphic Studies of Antarctic Ice.
DUPLICATE DATASET,84,NULL,V Samy,2020-08-24 00:00:00+00:00,Strati-graphic Studies of Antarctic Ice.
DUPLICATE DATASET,86,NULL,V Samy,2020-08-24 00:00:00+00:00,"A Note on the Snout of Dakshin Gangotri Glacier, Antarctica."
DUPLICATE DATASET,7575,MF568762473,arc,2020-08-24 00:00:00+00:00,"A Note on the Snout of Dakshin Gangotri Glacier, Antarctica."
DUPLICATE DATASET,7579,MF333391280,arc,2020-08-24 00:00:00+00:00,Infrasonic Observations at Antarctica.
DUPLICATE DATASET,90,NULL,V Samy,2020-08-24 00:00:00+00:00,Infrasonic Observations at Antarctica.
DUPLICATE DATASET,7580,MF-1937840508,arc,2020-08-24 00:00:00+00:00,Meteorological Studies  at  Antarctica.
DUPLICATE DATASET,91,NULL,V Samy,2020-08-24 00:00:00+00:00,Meteorological Studies  at  Antarctica.
DUPLICATE DATASET,75,NULL,V Samy,2020-08-24 00:00:00+00:00,"Petrography of the Biotite-Hornblende Bearing Quartzo-Feldspathic Gneisses from Dakshin Gangotri, Schirmacher Hill, Antarctica."
DUPLICATE DATASET,7564,MF-675416454,arc,2020-08-24 00:00:00+00:00,"Petrography of the Biotite-Hornblende Bearing Quartzo-Feldspathic Gneisses from Dakshin Gangotri, Schirmacher Hill, Antarctica."
DUPLICATE DATASET,7578,MF-1440019828,arc,2020-08-24 00:00:00+00:00,High Frequency Communication in Antarctica.
DUPLICATE DATASET,89,NULL,V Samy,2020-08-24 00:00:00+00:00,High Frequency Communication in Antarctica.
DUPLICATE DATASET,7577,MF-408484424,arc,2020-08-24 00:00:00+00:00,Parameterization of the Marine Boundary Layer for Use in Circulation Modellings and Duct Propagation in the Indian Ocean
DUPLICATE DATASET,88,NULL,V Samy,2020-08-24 00:00:00+00:00,Parameterization of the Marine Boundary Layer for Use in Circulation Modellings and Duct Propagation in the Indian Ocean
